degree,word,numerator,denominator
9,XXYYYYYXY,1,21600
9,XXYYYYYYY,1,151200
9,XYXYXYXYY,1,10080
9,XYXYXYYYY,-1,7560
9,XYXYYXYYY,-1,15120
9,XYXYYYXYY,1,15120
9,XYXYYYYYY,1,43200
9,XYYXYYYYY,1,33600
9,XYYYXYYYY,1,60480
9,XYYYYYYYY,-1,1209600
10,XXXXXXXXYY,-1,2419200
10,XXXXXXXYXY,1,403200
10,XXXXXXXYYY,1,302400
10,XXXXXXYXXY,-1,241920
10,XXXXXXYXYY,-1,604800
10,XXXXXXYYXY,-1,37800
10,XXXXXXYYYY,-37,3628800
10,XXXXXYXXXY,1,604800
10,XXXXXYXXYY,-1,75600
10,XXXXXYXYXY,1,50400
10,XXXXXYXYYY,-1,56700
10,XXXXXYYXXY,1,50400
10,XXXXXYYXYY,1,43200
10,XXXXXYYYXY,29,453600
10,XXXXXYYYYY,1,67200
10,XXXXYXXXYY,1,86400
10,XXXXYXXYXY,1,75600
10,XXXXYXXYYY,23,604800
10,XXXXYXYXXY,-1,60480
10,XXXXYXYXYY,-17,604800
10,XXXXYXYYXY,1,67200
10,XXXXYXYYYY,11,241920
10,XXXXYYXXYY,1,134400
10,XXXXYYXYXY,-17,201600
10,XXXXYYXYYY,1,40320
10,XXXXYYYXXY,-1,43200
10,XXXXYYYXYY,-1,30240
10,XXXXYYYYXY,-1,15120
10,XXXXYYYYYY,-37,3628800
10,XXXYXXYXYY,1,50400
10,XXXYXXYYXY,-1,16800
10,XXXYXXYYYY,-1,34560
10,XXXYXYXXYY,-1,50400
10,XXXYXYXYXY,1,100800
10,XXXYXYXYYY,1,12096
10,XXXYXYYXYY,-1,40320
10,XXXYXYYYXY,-1,20160
10,XXXYXYYYYY,-23,604800
10,XXXYYXXYYY,1,120960
10,XXXYYXYXYY,1,40320
10,XXXYYXYYXY,1,40320
10,XXXYYXYYYY,-11,241920
10,XXXYYYXYXY,1,20160
10,XXXYYYXYYY,1,181440
10,XXXYYYYXYY,1,120960
10,XXXYYYYYXY,1,43200
10,XXXYYYYYYY,1,302400
10,XXYXYXYXYY,1,20160
10,XXYXYXYYYY,-1,15120
10,XXYXYYXYYY,-1,30240
10,XXYXYYYXYY,1,30240
10,XXYXYYYYYY,1,86400
10,XXYYXYYYYY,1,67200
10,XXYYYXYYYY,1,120960
10,XXYYYYYYYY,-1,2419200
11,XXXXXXXXXXY,1,47900160
11,XXXXXXXXXYY,-1,4790016
11,XXXXXXXXYXY,5,9580032
11,XXXXXXXXYYY,1,1247400
11,XXXXXXXYXXY,-31,79833600
11,XXXXXXXYXYY,1,2217600
11,XXXXXXXYYXY,-1,332640
11,XXXXXXXYYYY,-1,712800
11,XXXXXXYXXXY,-17,119750400
11,XXXXXXYXXYY,-1,492800
11,XXXXXXYXYXY,1,2217600
11,XXXXXXYXYYY,-1,316800
11,XXXXXXYYXXY,-1,1663200
11,XXXXXXYYXYY,-1,1900800
11,XXXXXXYYYXY,1,475200
11,XXXXXXYYYYY,1,1247400
11,XXXXXYXXXXY,1,9580032
11,XXXXXYXXXYY,-1,3326400
11,XXXXXYXXYXY,1,1108800
11,XXXXXYXXYYY,1,3326400
11,XXXXXYXYXXY,19,3326400
11,XXXXXYXYXYY,-1,1663200
11,XXXXXYXYYXY,13,1663200
11,XXXXXYXYYYY,23,7983360
11,XXXXXYYXXXY,1,554400
11,XXXXXYYXXYY,1,369600
11,XXXXXYYXYXY,7,475200
11,XXXXXYYXYYY,97,19958400
11,XXXXXYYYXXY,1,158400
11,XXXXXYYYXYY,23,1995840
11,XXXXXYYYYXY,1,124740
11,XXXXXYYYYYY,1,1247400
11,XXXXYXXXXYY,1,1064448
11,XXXXYXXXYXY,37,13305600
11,XXXXYXXXYYY,101,19958400
11,XXXXYXXYXXY,-31,13305600
11,XXXXYXXYXYY,1,369600
11,XXXXYXXYYXY,61,3326400
11,XXXXYXXYYYY,41,5322240
11,XXXXYXYXXXY,-23,13305600
11,XXXXYXYXXYY,1,739200
11,XXXXYXYXYXY,-1,118800
11,XXXXYXYXYYY,-1,19958400
11,XXXXYXYYXXY,-1,6652800
11,XXXXYXYYXYY,61,13305600
11,XXXXYXYYYXY,61,6652800
11,XXXXYXYYYYY,7,1900800
11,XXXXYYXXXYY,13,13305600
11,XXXXYYXXYXY,-41,6652800
11,XXXXYYXXYYY,73,13305600
11,XXXXYYXYXXY,-103,3326400
11,XXXXYYXYXYY,-137,13305600
11,XXXXYYXYYXY,-493,13305600
11,XXXXYYXYYYY,17,5322240
11,XXXXYYYXXXY,-1,399168
11,XXXXYYYXXYY,-1,665280
11,XXXXYYYXYXY,-277,6652800
11,XXXXYYYXYYY,-31,3991680
11,XXXXYYYYXXY,-1,83160
11,XXXXYYYYXYY,-47,2661120
11,XXXXYYYYYXY,-37,2217600
11,XXXXYYYYYYY,-1,712800
11,XXXYXXXYXXY,-1,887040
11,XXXYXXXYXYY,1,831600
11,XXXYXXXYYXY,-17,1663200
11,XXXYXXXYYYY,-1,228096
11,XXXYXXYXXYY,1,103950
11,XXXYXXYXYXY,-1,73920
11,XXXYXXYXYYY,131,9979200
11,XXXYXXYYXXY,-1,184800
11,XXXYXXYYXYY,-1,52800
11,XXXYXXYYYXY,-509,9979200
11,XXXYXXYYYYY,-31,2661120
11,XXXYXYXXXYY,-1,415800
11,XXXYXYXXYXY,1,332640
11,XXXYXYXXYYY,-1,69300
11,XXXYXYXYXXY,13,1663200
11,XXXYXYXYXYY,1,6652800
11,XXXYXYXYYXY,13,415800
11,XXXYXYXYYYY,43,2661120
11,XXXYXYYXXYY,-1,950400
11,XXXYXYYXYXY,13,1108800
11,XXXYXYYXYYY,1,190080
11,XXXYXYYYXXY,-73,9979200
11,XXXYXYYYXYY,-23,665280
11,XXXYXYYYYXY,-29,887040
11,XXXYXYYYYYY,-7,950400
11,XXXYYXXXYYY,7,2851200
11,XXXYYXXYXXY,1,277200
11,XXXYYXXYXYY,1,266112
11,XXXYYXXYYXY,-1,221760
11,XXXYYXXYYYY,-31,5322240
11,XXXYYXYXXYY,1,3326400
11,XXXYYXYXYXY,37,831600
11,XXXYYXYXYYY,-1,443520
11,XXXYYXYYXXY,53,6652800
11,XXXYYXYYXYY,29,2661120
11,XXXYYXYYYXY,-1,190080
11,XXXYYXYYYYY,-89,6652800
11,XXXYYYXXYXY,53,9979200
11,XXXYYYXXYYY,1,798336
11,XXXYYYXYXXY,29,1247400
11,XXXYYYXYXYY,5,266112
11,XXXYYYXYYXY,1,14784
11,XXXYYYXYYYY,-1,190080
11,XXXYYYYXXYY,-1,887040
11,XXXYYYYXYXY,109,2661120
11,XXXYYYYXYYY,19,1995840
11,XXXYYYYYXXY,1,190080
11,XXXYYYYYXYY,37,3326400
11,XXXYYYYYYXY,1,89100
11,XXXYYYYYYYY,1,1247400
11,XXYXXYXXYXY,-19,3326400
11,XXYXXYXXYYY,-43,3326400
11,XXYXXYXYXYY,1,79200
11,XXYXXYXYYXY,1,831600
11,XXYXXYXYYYY,-1,66528
11,XXYXXYYXXYY,-1,1663200
11,XXYXXYYXYXY,137,3326400
11,XXYXXYYXYYY,-1,221760
11,XXYXXYYYXYY,1,44352
11,XXYXXYYYYXY,1,33264
11,XXYXXYYYYYY,1,228096
11,XXYXYXXYXYY,-1,277200
11,XXYXYXXYYXY,29,1663200
11,XXYXYXXYYYY,1,110880
11,XXYXYXYXXYY,1,475200
11,XXYXYXYXYXY,-1,332640
11,XXYXYXYXYYY,5,133056
11,XXYXYXYYXYY,-43,1330560
11,XXYXYXYYYXY,-1,36960
11,XXYXYXYYYYY,-181,6652800
11,XXYXYYXXYYY,1,221760
11,XXYXYYXYXYY,1,1330560
11,XXYXYYXYYXY,1,83160
11,XXYXYYXYYYY,-83,2661120
11,XXYXYYYXXYY,-1,665280
11,XXYXYYYXYXY,1,83160
11,XXYXYYYXYYY,31,1995840
11,XXYXYYYYXYY,47,1330560
11,XXYXYYYYYXY,107,6652800
11,XXYXYYYYYYY,89,19958400
11,XXYYXXYYXYY,1,332640
11,XXYYXXYYYXY,1,221760
11,XXYYXXYYYYY,1,887040
11,XXYYXYXXYYY,1,332640
11,XXYYXYXYXYY,-1,166320
11,XXYYXYXYYXY,-1,47520
11,XXYYXYXYYYY,1,380160
11,XXYYXYYXYXY,-17,665280
11,XXYYXYYXYYY,-29,1330560
11,XXYYXYYYXYY,-1,266112
11,XXYYXYYYYXY,47,2661120
11,XXYYXYYYYYY,53,5702400
11,XXYYYXXYYYY,13,7983360
11,XXYYYXYXYXY,-1,47520
11,XXYYYXYXYYY,-1,665280
11,XXYYYXYYXYY,-1,88704
11,XXYYYXYYYXY,-1,95040
11,XXYYYXYYYYY,167,19958400
11,XXYYYYXYXYY,-1,126720
11,XXYYYYXYYXY,-29,1330560
11,XXYYYYXYYYY,-13,15966720
11,XXYYYYYXYXY,-83,6652800
11,XXYYYYYXYYY,-1,399168
11,XXYYYYYYXYY,-7,2851200
11,XXYYYYYYYXY,-1,399168
11,XXYYYYYYYYY,-1,4790016
11,XYXYXYXYXYY,1,55440
11,XYXYXYXYYYY,-7,190080
11,XYXYXYYXYYY,-1,73920
11,XYXYXYYYXYY,17,332640
11,XYXYXYYYYYY,1,89100
11,XYXYYXYXYYY,1,95040
11,XYXYYXYYXYY,-1,147840
11,XYXYYXYYYYY,61,3326400
11,XYXYYYXYYYY,1,124740
11,XYXYYYYXYYY,-19,1995840
11,XYXYYYYYXYY,-37,3326400
11,XYXYYYYYYYY,-1,1064448
11,XYYXYYXYYYY,1,73920
11,XYYXYYYXYYY,-1,199584
11,XYYXYYYYYYY,-13,6652800
11,XYYYXYYYYYY,-7,2851200
11,XYYYYXYYYYY,-1,887040
11,XYYYYYYYYYY,1,47900160
12,XXXXXXXXXXYY,1,95800320
12,XXXXXXXXXYXY,-1,11975040
12,XXXXXXXXXYYY,-1,9580032
12,XXXXXXXXYXXY,1,4561920
12,XXXXXXXXYXYY,1,6386688
12,XXXXXXXXYYXY,1,798336
12,XXXXXXXXYYYY,139,319334400
12,XXXXXXXYXXXY,-1,4790016
12,XXXXXXXYXXYY,23,53222400
12,XXXXXXXYXYXY,-5,3193344
12,XXXXXXXYXYYY,13,26611200
12,XXXXXXXYYXXY,-13,6652800
12,XXXXXXXYYXYY,-113,53222400
12,XXXXXXXYYYXY,-1,211200
12,XXXXXXXYYYYY,-13,13305600
12,XXXXXXYXXXXY,1,19160064
12,XXXXXXYXXXYY,-89,79833600
12,XXXXXXYXXYXY,-13,19958400
12,XXXXXXYXXYYY,-241,79833600
12,XXXXXXYXYXXY,169,39916800
12,XXXXXXYXYXYY,23,8870400
12,XXXXXXYXYYXY,71,26611200
12,XXXXXXYXYYYY,-43,15966720
12,XXXXXXYYXXXY,1,1108800
12,XXXXXXYYXXYY,13,17740800
12,XXXXXXYYXYXY,383,26611200
12,XXXXXXYYXYYY,1,4435200
12,XXXXXXYYYXXY,29,5702400
12,XXXXXXYYYXYY,17,1995840
12,XXXXXXYYYYXY,19,1995840
12,XXXXXXYYYYYY,61,47900160
12,XXXXXYXXXXYY,1,2128896
12,XXXXXYXXXYXY,37,26611200
12,XXXXXYXXXYYY,101,39916800
12,XXXXXYXXYXXY,-31,26611200
12,XXXXXYXXYXYY,-1,3326400
12,XXXXXYXXYYXY,47,3326400
12,XXXXXYXXYYYY,5,798336
12,XXXXXYXYXXXY,-23,26611200
12,XXXXXYXYXXYY,31,13305600
12,XXXXXYXYXYXY,-67,13305600
12,XXXXXYXYXYYY,-23,3326400
12,XXXXXYXYYXXY,-1,13305600
12,XXXXXYXYYXYY,29,6652800
12,XXXXXYXYYYXY,29,3326400
12,XXXXXYXYYYYY,1,199584
12,XXXXXYYXXXYY,13,26611200
12,XXXXXYYXXYXY,-41,13305600
12,XXXXXYYXXYYY,41,19958400
12,XXXXXYYXYXXY,-103,6652800
12,XXXXXYYXYXYY,-1,138600
12,XXXXXYYXYYXY,-137,6652800
12,XXXXXYYXYYYY,43,7983360
12,XXXXXYYYXXXY,-1,798336
12,XXXXXYYYXXYY,-1,1330560
12,XXXXXYYYXYXY,-83,3326400
12,XXXXXYYYXYYY,-13,2993760
12,XXXXXYYYYXXY,-1,166320
12,XXXXXYYYYXYY,-19,1995840
12,XXXXXYYYYYXY,-41,3991680
12,XXXXXYYYYYYY,-13,13305600
12,XXXXYXXXYXXY,-1,1774080
12,XXXXYXXXYXYY,1,1663200
12,XXXXYXXXYYXY,-17,3326400
12,XXXXYXXXYYYY,-1,456192
12,XXXXYXXYXXYY,1,207900
12,XXXXYXXYXYXY,-1,147840
12,XXXXYXXYXYYY,131,19958400
12,XXXXYXXYYXXY,-1,369600
12,XXXXYXXYYXYY,-1,105600
12,XXXXYXXYYYXY,-509,19958400
12,XXXXYXXYYYYY,-31,5322240
12,XXXXYXYXXXYY,-1,831600
12,XXXXYXYXXYXY,1,665280
12,XXXXYXYXXYYY,-1,138600
12,XXXXYXYXYXXY,13,3326400
12,XXXXYXYXYXYY,-1,246400
12,XXXXYXYXYYXY,13,831600
12,XXXXYXYXYYYY,31,2280960
12,XXXXYXYYXXYY,-1,1900800
12,XXXXYXYYXYXY,13,2217600
12,XXXXYXYYXYYY,43,7983360
12,XXXXYXYYYXXY,-73,19958400
12,XXXXYXYYYXYY,-1,49896
12,XXXXYXYYYYXY,-29,1774080
12,XXXXYXYYYYYY,-53,11404800
12,XXXXYYXXXYYY,7,5702400
12,XXXXYYXXYXXY,1,554400
12,XXXXYYXXYXYY,1,532224
12,XXXXYYXXYYXY,-1,443520
12,XXXXYYXXYYYY,-31,10644480
12,XXXXYYXYXXYY,1,6652800
12,XXXXYYXYXYXY,37,1663200
12,XXXXYYXYXYYY,-1,887040
12,XXXXYYXYYXXY,53,13305600
12,XXXXYYXYYXYY,29,5322240
12,XXXXYYXYYYXY,-1,380160
12,XXXXYYXYYYYY,-211,26611200
12,XXXXYYYXXYXY,53,19958400
12,XXXXYYYXXYYY,1,1596672
12,XXXXYYYXYXXY,29,2494800
12,XXXXYYYXYXYY,5,532224
12,XXXXYYYXYYXY,1,29568
12,XXXXYYYXYYYY,-53,15966720
12,XXXXYYYYXXYY,-1,1774080
12,XXXXYYYYXYXY,109,5322240
12,XXXXYYYYXYYY,19,3991680
12,XXXXYYYYYXXY,1,380160
12,XXXXYYYYYXYY,37,6652800
12,XXXXYYYYYYXY,1,178200
12,XXXXYYYYYYYY,139,319334400
12,XXXYXXYXXYXY,-19,6652800
12,XXXYXXYXXYYY,-43,6652800
12,XXXYXXYXYXYY,1,158400
12,XXXYXXYXYYXY,1,1663200
12,XXXYXXYXYYYY,-1,133056
12,XXXYXXYYXXYY,-1,3326400
12,XXXYXXYYXYXY,137,6652800
12,XXXYXXYYXYYY,-1,443520
12,XXXYXXYYYXYY,1,88704
12,XXXYXXYYYYXY,1,66528
12,XXXYXXYYYYYY,1,456192
12,XXXYXYXXYXYY,-1,554400
12,XXXYXYXXYYXY,29,3326400
12,XXXYXYXXYYYY,1,221760
12,XXXYXYXYXXYY,1,950400
12,XXXYXYXYXYXY,-1,665280
12,XXXYXYXYXYYY,5,266112
12,XXXYXYXYYXYY,-43,2661120
12,XXXYXYXYYYXY,-1,73920
12,XXXYXYXYYYYY,-181,13305600
12,XXXYXYYXXYYY,1,443520
12,XXXYXYYXYXYY,1,2661120
12,XXXYXYYXYYXY,1,166320
12,XXXYXYYXYYYY,-83,5322240
12,XXXYXYYYXXYY,-1,1330560
12,XXXYXYYYXYXY,1,166320
12,XXXYXYYYXYYY,31,3991680
12,XXXYXYYYYXYY,47,2661120
12,XXXYXYYYYYXY,107,13305600
12,XXXYXYYYYYYY,89,39916800
12,XXXYYXXYYXYY,1,665280
12,XXXYYXXYYYXY,1,443520
12,XXXYYXXYYYYY,1,1774080
12,XXXYYXYXXYYY,1,665280
12,XXXYYXYXYXYY,-1,332640
12,XXXYYXYXYYXY,-1,95040
12,XXXYYXYXYYYY,1,760320
12,XXXYYXYYXYXY,-17,1330560
12,XXXYYXYYXYYY,-29,2661120
12,XXXYYXYYYXYY,-1,532224
12,XXXYYXYYYYXY,47,5322240
12,XXXYYXYYYYYY,53,11404800
12,XXXYYYXXYYYY,13,15966720
12,XXXYYYXYXYXY,-1,95040
12,XXXYYYXYXYYY,-1,1330560
12,XXXYYYXYYXYY,-1,177408
12,XXXYYYXYYYXY,-1,190080
12,XXXYYYXYYYYY,167,39916800
12,XXXYYYYXYXYY,-1,253440
12,XXXYYYYXYYXY,-29,2661120
12,XXXYYYYXYYYY,-13,31933440
12,XXXYYYYYXYXY,-83,13305600
12,XXXYYYYYXYYY,-1,798336
12,XXXYYYYYYXYY,-7,5702400
12,XXXYYYYYYYXY,-1,798336
12,XXXYYYYYYYYY,-1,9580032
12,XXYXYXYXYXYY,1,110880
12,XXYXYXYXYYYY,-7,380160
12,XXYXYXYYXYYY,-1,147840
12,XXYXYXYYYXYY,17,665280
12,XXYXYXYYYYYY,1,178200
12,XXYXYYXYXYYY,1,190080
12,XXYXYYXYYXYY,-1,295680
12,XXYXYYXYYYYY,61,6652800
12,XXYXYYYXYYYY,1,249480
12,XXYXYYYYXYYY,-19,3991680
12,XXYXYYYYYXYY,-37,6652800
12,XXYXYYYYYYYY,-1,2128896
12,XXYYXYYXYYYY,1,147840
12,XXYYXYYYXYYY,-1,399168
12,XXYYXYYYYYYY,-13,13305600
12,XXYYYXYYYYYY,-7,5702400
12,XXYYYYXYYYYY,-1,1774080
12,XXYYYYYYYYYY,1,95800320
